Series_reference,Period,Type,Data_value,Lower_CI,Upper_CI,Units,Indicator,Cause,Validation,Population,Age,Severity
W_F01C,2010,Single year,3109,2999.71553,3218.28447,Injuries,Number,Falls,Validated,Whole pop,75+ years,Serious non-fatal
W_F01C,2011,Single year,3196,3085.197011,3306.802989,Injuries,Number,Falls,Validated,Whole pop,75+ years,Serious non-fatal
W_F01C,2012,Single year,3249,3137.282053,3360.717947,Injuries,Number,Falls,Validated,Whole pop,75+ years,Serious non-fatal
W_F01C,2013,Single year,3363,3249.338986,3476.661014,Injuries,Number,Falls,Validated,Whole pop,75+ years,Serious non-fatal
W_F01C,2014,Single year,3631,3512.896922,3749.103078,Injuries,Number,Falls,Validated,Whole pop,75+ years,Serious non-fatal
W_F01C,2015,Single year,3696,3576.844506,3815.155494,Injuries,Number,Falls,Validated,Whole pop,75+ years,Serious non-fatal
W_F01C,2016,Single year,3936,3813.036664,4058.963336,Injuries,Number,Falls,Validated,Whole pop,75+ years,Serious non-fatal
W_F02C,2000,Single year,1306.150939,1256.109348,1356.192531,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,75+ years,Serious non-fatal
W_F02C,2001,Single year,1278.846325,1230.230814,1327.461836,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,75+ years,Serious non-fatal
W_F02C,2002,Single year,1252.95037,1205.50258,1300.39816,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,75+ years,Serious non-fatal
W_F02C,2003,Single year,1249.714833,1202.912985,1296.516681,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,75+ years,Serious non-fatal
W_F02C,2004,Single year,1180.356516,1135.404414,1225.308618,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,75+ years,Serious non-fatal
W_F02C,2005,Single year,1152.189059,1108.488171,1195.889947,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,75+ years,Serious non-fatal
W_F02C,2006,Single year,1132.518752,1089.942539,1175.094966,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,75+ years,Serious non-fatal
W_F02C,2007,Single year,1063.67147,1023.000502,1104.342438,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,75+ years,Serious non-fatal
W_F02C,2008,Single year,1079.117672,1038.662246,1119.573098,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,75+ years,Serious non-fatal
W_F02C,2009,Single year,1143.266432,1102.05961,1184.473253,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,75+ years,Serious non-fatal
W_F02C,2010,Single year,1158.220195,1117.347693,1199.092696,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,75+ years,Serious non-fatal
W_F02C,2011,Single year,1165.463575,1124.845621,1206.081529,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,75+ years,Serious non-fatal
W_F02C,2012,Single year,1158.797503,1118.727214,1198.867792,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,75+ years,Serious non-fatal
W_F02C,2013,Single year,1170.204547,1130.419829,1209.989266,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,75+ years,Serious non-fatal
W_F02C,2014,Single year,1231.684632,1191.355788,1272.013477,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,75+ years,Serious non-fatal
W_F02C,2015,Single year,1212.643883,1173.289454,1251.998311,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,75+ years,Serious non-fatal
W_F02C,2016,Single year,1250.979104,1211.623892,1290.334315,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,75+ years,Serious non-fatal
W_I21,2000,Single year,9193,9005.078392,9380.921608,Injuries,Number,All,Validated,Whole pop,All ages,Serious
W_I21,2001,Single year,9374,9184.237425,9563.762575,Injuries,Number,All,Validated,Whole pop,All ages,Serious
W_I21,2002,Single year,9156,8968.456946,9343.543054,Injuries,Number,All,Validated,Whole pop,All ages,Serious
W_I21,2003,Single year,9460,9269.368942,9650.631058,Injuries,Number,All,Validated,Whole pop,All ages,Serious
W_I21,2004,Single year,9092,8905.113554,9278.886446,Injuries,Number,All,Validated,Whole pop,All ages,Serious
W_I21,2005,Single year,9270,9081.293023,9458.706977,Injuries,Number,All,Validated,Whole pop,All ages,Serious
W_I21,2006,Single year,9466,9275.308497,9656.691503,Injuries,Number,All,Validated,Whole pop,All ages,Serious
W_I21,2007,Single year,9579,9387.173688,9770.826312,Injuries,Number,All,Validated,Whole pop,All ages,Serious
W_I21,2008,Single year,9686,9493.105287,9878.894713,Injuries,Number,All,Validated,Whole pop,All ages,Serious
W_I21,2009,Single year,10112,9914.909078,10309.09092,Injuries,Number,All,Validated,Whole pop,All ages,Serious
W_I21,2010,Single year,10405,10205.07407,10604.92593,Injuries,Number,All,Validated,Whole pop,All ages,Serious
W_I21,2011,Single year,10610,10408.1142,10811.8858,Injuries,Number,All,Validated,Whole pop,All ages,Serious
W_I21,2012,Single year,10615,10413.06663,10816.93337,Injuries,Number,All,Validated,Whole pop,All ages,Serious
W_I21,2013,Single year,10836,10631.97537,11040.02463,Injuries,Number,All,Validated,Whole pop,All ages,Serious
W_I21,2014,Single year,11297,11088.68063,11505.31937,Injuries,Number,All,Validated,Whole pop,All ages,Serious
W_I22,2000,Single year,241.6952858,236.7478165,246.642755,"Per 100,000 people",Age-standardised rate,All,Validated,Whole pop,All ages,Serious
W_I22,2001,Single year,242.6522437,237.737458,247.5670293,"Per 100,000 people",Age-standardised rate,All,Validated,Whole pop,All ages,Serious
W_I22,2002,Single year,232.2239539,227.4666266,236.9812811,"Per 100,000 people",Age-standardised rate,All,Validated,Whole pop,All ages,Serious
W_I22,2003,Single year,234.873501,230.1405006,239.6065014,"Per 100,000 people",Age-standardised rate,All,Validated,Whole pop,All ages,Serious
W_I22,2004,Single year,221.550881,216.9964286,226.1053334,"Per 100,000 people",Age-standardised rate,All,Validated,Whole pop,All ages,Serious
W_I22,2005,Single year,221.5793089,217.0668392,226.0917786,"Per 100,000 people",Age-standardised rate,All,Validated,Whole pop,All ages,Serious
W_I22,2006,Single year,221.5642344,217.0960354,226.0324334,"Per 100,000 people",Age-standardised rate,All,Validated,Whole pop,All ages,Serious
W_I22,2007,Single year,220.5326279,216.1073443,224.9579115,"Per 100,000 people",Age-standardised rate,All,Validated,Whole pop,All ages,Serious
W_I22,2008,Single year,219.291624,214.910663,223.672585,"Per 100,000 people",Age-standardised rate,All,Validated,Whole pop,All ages,Serious
W_I22,2009,Single year,224.8344337,220.4322435,229.2366239,"Per 100,000 people",Age-standardised rate,All,Validated,Whole pop,All ages,Serious
W_I22,2010,Single year,226.1427022,221.7717714,230.513633,"Per 100,000 people",Age-standardised rate,All,Validated,Whole pop,All ages,Serious
W_I22,2011,Single year,227.2102985,222.8546311,231.5659658,"Per 100,000 people",Age-standardised rate,All,Validated,Whole pop,All ages,Serious
W_I22,2012,Single year,223.8338391,219.5365505,228.1311277,"Per 100,000 people",Age-standardised rate,All,Validated,Whole pop,All ages,Serious
W_I22,2013,Single year,224.7747591,220.4953959,229.0541223,"Per 100,000 people",Age-standardised rate,All,Validated,Whole pop,All ages,Serious
W_I22,2014,Single year,228.5814158,224.3126914,232.8501402,"Per 100,000 people",Age-standardised rate,All,Validated,Whole pop,All ages,Serious
W_A21,2000,Single year,495,451.3935542,538.6064458,Injuries,Number,Assault,Validated,Whole pop,All ages,Serious
W_A21,2001,Single year,592,544.3120181,639.6879819,Injuries,Number,Assault,Validated,Whole pop,All ages,Serious
W_A21,2002,Single year,558,511.7016845,604.2983155,Injuries,Number,Assault,Validated,Whole pop,All ages,Serious
W_A21,2003,Single year,532,486.7931853,577.2068147,Injuries,Number,Assault,Validated,Whole pop,All ages,Serious
W_A21,2004,Single year,550,504.0347702,595.9652298,Injuries,Number,Assault,Validated,Whole pop,All ages,Serious
W_A21,2005,Single year,585,537.5947955,632.4052045,Injuries,Number,Assault,Validated,Whole pop,All ages,Serious
W_A21,2006,Single year,645,595.2230883,694.7769117,Injuries,Number,Assault,Validated,Whole pop,All ages,Serious
W_A21,2007,Single year,586,538.5542956,633.4457044,Injuries,Number,Assault,Validated,Whole pop,All ages,Serious
W_A21,2008,Single year,594,546.231532,641.768468,Injuries,Number,Assault,Validated,Whole pop,All ages,Serious
W_A21,2009,Single year,652,601.9537099,702.0462901,Injuries,Number,Assault,Validated,Whole pop,All ages,Serious
W_A21,2010,Single year,605,556.7912603,653.2087397,Injuries,Number,Assault,Validated,Whole pop,All ages,Serious
W_A21,2011,Single year,586,538.5542956,633.4457044,Injuries,Number,Assault,Validated,Whole pop,All ages,Serious
W_A21,2012,Single year,636,586.571589,685.428411,Injuries,Number,Assault,Validated,Whole pop,All ages,Serious
W_A21,2013,Single year,626,576.9617168,675.0382832,Injuries,Number,Assault,Validated,Whole pop,All ages,Serious
W_A21,2014,Single year,567,520.3298045,613.6701955,Injuries,Number,Assault,Validated,Whole pop,All ages,Serious
W_A22,2000,Single year,12.74049558,11.61622565,13.8647655,"Per 100,000 people",Age-standardised rate,Assault,Validated,Whole pop,All ages,Serious
W_A22,2001,Single year,15.23981496,14.01130171,16.46832821,"Per 100,000 people",Age-standardised rate,Assault,Validated,Whole pop,All ages,Serious
W_A22,2002,Single year,14.14005898,12.96662636,15.3134916,"Per 100,000 people",Age-standardised rate,Assault,Validated,Whole pop,All ages,Serious
W_A22,2003,Single year,13.20853092,12.08613316,14.33092869,"Per 100,000 people",Age-standardised rate,Assault,Validated,Whole pop,All ages,Serious
W_A22,2004,Single year,13.46404497,12.33871189,14.58937805,"Per 100,000 people",Age-standardised rate,Assault,Validated,Whole pop,All ages,Serious
W_A22,2005,Single year,14.18135657,13.03182574,15.33088739,"Per 100,000 people",Age-standardised rate,Assault,Validated,Whole pop,All ages,Serious
W_A22,2006,Single year,15.48029353,14.284693,16.67589405,"Per 100,000 people",Age-standardised rate,Assault,Validated,Whole pop,All ages,Serious
W_A22,2007,Single year,13.94725713,12.81670632,15.07780793,"Per 100,000 people",Age-standardised rate,Assault,Validated,Whole pop,All ages,Serious
W_A22,2008,Single year,14.12730413,12.98887768,15.26573059,"Per 100,000 people",Age-standardised rate,Assault,Validated,Whole pop,All ages,Serious
W_A22,2009,Single year,15.40370784,14.21799083,16.58942486,"Per 100,000 people",Age-standardised rate,Assault,Validated,Whole pop,All ages,Serious
W_A22,2010,Single year,14.14018961,13.00958639,15.27079282,"Per 100,000 people",Age-standardised rate,Assault,Validated,Whole pop,All ages,Serious
W_A22,2011,Single year,13.62568409,12.51805004,14.73331815,"Per 100,000 people",Age-standardised rate,Assault,Validated,Whole pop,All ages,Serious
W_A22,2012,Single year,14.79025351,13.63416921,15.94633781,"Per 100,000 people",Age-standardised rate,Assault,Validated,Whole pop,All ages,Serious
W_A22,2013,Single year,14.43364902,13.2954293,15.57186874,"Per 100,000 people",Age-standardised rate,Assault,Validated,Whole pop,All ages,Serious
W_A22,2014,Single year,12.8455492,11.77955467,13.91154373,"Per 100,000 people",Age-standardised rate,Assault,Validated,Whole pop,All ages,Serious
W_S21,2000,Single year,596,548.1511812,643.8488188,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Serious
W_S21,2001,Single year,637,587.5327455,686.4672545,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Serious
W_S21,2002,Single year,582,534.7165036,629.2834964,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Serious
W_S21,2003,Single year,636,586.571589,685.428411,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Serious
W_S21,2004,Single year,625,576.0009004,673.9990996,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Serious
W_S21,2005,Single year,624,575.0401154,672.9598846,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Serious
W_S21,2006,Single year,656,605.8004284,706.1995716,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Serious
W_S21,2007,Single year,630,580.8052944,679.1947056,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Serious
W_S21,2008,Single year,650,600.030527,699.969473,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Serious
W_S21,2009,Single year,669,618.3054643,719.6945357,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Serious
W_S21,2010,Single year,697,645.255466,748.744534,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Serious
W_S21,2011,Single year,660,609.6476135,710.3523865,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Serious
W_S21,2012,Single year,717,664.5183273,769.4816727,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Serious
W_S21,2013,Single year,666,615.4192569,716.5807431,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Serious
W_S21,2014,Single year,709,656.8119333,761.1880667,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Serious
W_S22,2000,Single year,15.42284872,14.18249261,16.66320482,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Serious
W_S22,2001,Single year,16.46648141,15.18682277,17.74614005,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Serious
W_S22,2002,Single year,14.77764662,13.57682451,15.97846872,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Serious
W_S22,2003,Single year,15.79064975,14.56343792,17.01786158,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Serious
W_S22,2004,Single year,15.25634533,14.06014711,16.45254355,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Serious
W_S22,2005,Single year,15.02429662,13.84499029,16.20360294,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Serious
W_S22,2006,Single year,15.57485818,14.38184984,16.76786652,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Serious
W_S22,2007,Single year,14.90480827,13.73883583,16.07078071,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Serious
W_S22,2008,Single year,15.15373857,13.98558944,16.3218877,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Serious
W_S22,2009,Single year,15.52542888,14.34429268,16.70656508,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Serious
W_S22,2010,Single year,16.03459271,14.83861697,17.23056846,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Serious
W_S22,2011,Single year,14.99233649,13.84202492,16.14264806,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Serious
W_S22,2012,Single year,16.41758379,15.20826483,17.62690276,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Serious
W_S22,2013,Single year,14.99064368,13.84249525,16.13879211,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Serious
W_S22,2014,Single year,15.71651336,14.54744988,16.88557684,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Serious
W_F21A,2000,Single year,4102,3976.470465,4227.529535,Injuries,Number,Falls,Validated,Whole pop,All ages,Serious
W_F21A,2001,Single year,4198,4071.010063,4324.989937,Injuries,Number,Falls,Validated,Whole pop,All ages,Serious
W_F21A,2002,Single year,4215,4087.753197,4342.246803,Injuries,Number,Falls,Validated,Whole pop,All ages,Serious
W_F21A,2003,Single year,4366,4236.49398,4495.50602,Injuries,Number,Falls,Validated,Whole pop,All ages,Serious
W_F21A,2004,Single year,4247,4119.271085,4374.728915,Injuries,Number,Falls,Validated,Whole pop,All ages,Serious
W_F21A,2005,Single year,4253,4125.180892,4380.819108,Injuries,Number,Falls,Validated,Whole pop,All ages,Serious
W_F21A,2006,Single year,4349,4219.746356,4478.253644,Injuries,Number,Falls,Validated,Whole pop,All ages,Serious
W_F21A,2007,Single year,4318,4189.207845,4446.792155,Injuries,Number,Falls,Validated,Whole pop,All ages,Serious
W_F21A,2008,Single year,4548,4415.822261,4680.177739,Injuries,Number,Falls,Validated,Whole pop,All ages,Serious
W_F21A,2009,Single year,4837,4700.687358,4973.312642,Injuries,Number,Falls,Validated,Whole pop,All ages,Serious
W_F21A,2010,Single year,5204,5062.610638,5345.389362,Injuries,Number,Falls,Validated,Whole pop,All ages,Serious
W_F21A,2011,Single year,5271,5128.703375,5413.296625,Injuries,Number,Falls,Validated,Whole pop,All ages,Serious
W_F21A,2012,Single year,5469,5324.055396,5613.944604,Injuries,Number,Falls,Validated,Whole pop,All ages,Serious
W_F21A,2013,Single year,5672,5524.389857,5819.610143,Injuries,Number,Falls,Validated,Whole pop,All ages,Serious
W_F21A,2014,Single year,5967,5815.599918,6118.400082,Injuries,Number,Falls,Validated,Whole pop,All ages,Serious
W_F22A,2000,Single year,109.6830649,106.3235029,113.0426269,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,All ages,Serious
W_F22A,2001,Single year,109.1728425,105.8690958,112.4765893,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,All ages,Serious
W_F22A,2002,Single year,106.9751751,103.7453867,110.2049634,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,All ages,Serious
W_F22A,2003,Single year,108.3993346,105.1839506,111.6147186,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,All ages,Serious
W_F22A,2004,Single year,103.2329161,100.1278703,106.3379618,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,All ages,Serious
W_F22A,2005,Single year,100.588776,97.56465873,103.6128933,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,All ages,Serious
W_F22A,2006,Single year,99.77070155,96.80286393,102.7385392,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,All ages,Serious
W_F22A,2007,Single year,96.4232228,93.54259505,99.30385055,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,All ages,Serious
W_F22A,2008,Single year,99.28442388,96.39171432,102.1771334,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,All ages,Serious
W_F22A,2009,Single year,102.911261,100.0007928,105.8217292,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,All ages,Serious
W_F22A,2010,Single year,107.7728938,104.8303145,110.7154731,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,All ages,Serious
W_F22A,2011,Single year,106.5686552,103.6742732,109.4630371,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,All ages,Serious
W_F22A,2012,Single year,108.4485555,105.5531759,111.343935,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,All ages,Serious
W_F22A,2013,Single year,110.1659113,107.2734267,113.0583958,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,All ages,Serious
W_F22A,2014,Single year,112.4130784,109.5333381,115.2928188,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,All ages,Serious
W_M21,2000,Single year,2130,2039.543893,2220.456107,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M21,2001,Single year,2058,1969.085871,2146.914129,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M21,2002,Single year,1894,1808.702151,1979.297849,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M21,2003,Single year,2089,1999.41871,2178.58129,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M21,2004,Single year,1917,1831.185802,2002.814198,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M21,2005,Single year,2052,1963.215579,2140.784421,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M21,2006,Single year,2039,1950.497263,2127.502737,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M21,2007,Single year,2088,1998.440154,2177.559846,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M21,2008,Single year,1950,1863.450334,2036.549666,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M21,2009,Single year,1924,1838.029268,2009.970732,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M21,2010,Single year,1892,1806.747199,1977.252801,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M21,2011,Single year,1752,1669.961985,1834.038015,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M21,2012,Single year,1738,1656.29042,1819.70958,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M21,2013,Single year,1767,1684.611544,1849.388456,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M21,2014,Single year,1787,1704.146594,1869.853406,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M22,2000,Single year,55.45310937,53.09464465,57.8115741,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M22,2001,Single year,53.22276416,50.92186671,55.52366161,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M22,2002,Single year,48.10242221,45.93570352,50.2691409,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M22,2003,Single year,51.86582913,49.64169899,54.08995928,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M22,2004,Single year,46.78551904,44.69098363,48.88005445,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M22,2005,Single year,49.43643722,47.29670182,51.57617262,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M22,2006,Single year,48.43477821,46.33052376,50.53903265,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M22,2007,Single year,49.16698067,47.0545654,51.27939593,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M22,2008,Single year,45.54172979,43.51510898,47.56835059,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M22,2009,Single year,44.41963199,42.42757126,46.41169271,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M22,2010,Single year,42.88604711,40.94470468,44.82738954,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M22,2011,Single year,39.39022241,37.53552892,41.2449159,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M22,2012,Single year,38.72970692,36.89596071,40.56345312,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M22,2013,Single year,38.84591209,37.01852105,40.67330314,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M22,2014,Single year,38.66859412,36.85742346,40.47976477,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_F21B,2000,Single year,1289,1218.632107,1359.367893,Injuries,Number,Falls,Validated,Whole pop,0-74 years,Serious
W_F21B,2001,Single year,1314,1242.952995,1385.047005,Injuries,Number,Falls,Validated,Whole pop,0-74 years,Serious
W_F21B,2002,Single year,1301,1230.305319,1371.694681,Injuries,Number,Falls,Validated,Whole pop,0-74 years,Serious
W_F21B,2003,Single year,1361,1288.693531,1433.306469,Injuries,Number,Falls,Validated,Whole pop,0-74 years,Serious
W_F21B,2004,Single year,1338,1266.3071,1409.6929,Injuries,Number,Falls,Validated,Whole pop,0-74 years,Serious
W_F21B,2005,Single year,1335,1263.387518,1406.612482,Injuries,Number,Falls,Validated,Whole pop,0-74 years,Serious
W_F21B,2006,Single year,1326,1254.629317,1397.370683,Injuries,Number,Falls,Validated,Whole pop,0-74 years,Serious
W_F21B,2007,Single year,1343,1271.17327,1414.82673,Injuries,Number,Falls,Validated,Whole pop,0-74 years,Serious
W_F21B,2008,Single year,1431,1356.857384,1505.142616,Injuries,Number,Falls,Validated,Whole pop,0-74 years,Serious
W_F21B,2009,Single year,1504,1427.989777,1580.010223,Injuries,Number,Falls,Validated,Whole pop,0-74 years,Serious
W_F21B,2010,Single year,1669,1588.928814,1749.071186,Injuries,Number,Falls,Validated,Whole pop,0-74 years,Serious
W_F21B,2011,Single year,1676,1595.761076,1756.238924,Injuries,Number,Falls,Validated,Whole pop,0-74 years,Serious
W_F21B,2012,Single year,1791,1708.053917,1873.946083,Injuries,Number,Falls,Validated,Whole pop,0-74 years,Serious
W_F21B,2013,Single year,1908,1822.387481,1993.612519,Injuries,Number,Falls,Validated,Whole pop,0-74 years,Serious
W_F21B,2014,Single year,1894,1808.702151,1979.297849,Injuries,Number,Falls,Validated,Whole pop,0-74 years,Serious
W_F22B,2000,Single year,35.26885624,33.3407944,37.19691809,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,0-74 years,Serious
W_F22B,2001,Single year,35.63743059,33.70908179,37.56577939,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,0-74 years,Serious
W_F22B,2002,Single year,34.7162301,32.82944469,36.60301551,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,0-74 years,Serious
W_F22B,2003,Single year,35.73557252,33.83703243,37.63411261,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,0-74 years,Serious
W_F22B,2004,Single year,34.5717514,32.71905081,36.42445199,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,0-74 years,Serious
W_F22B,2005,Single year,33.95962042,32.13686752,35.78237332,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,0-74 years,Serious
W_F22B,2006,Single year,33.11349154,31.32869119,34.89829188,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,0-74 years,Serious
W_F22B,2007,Single year,32.86978337,31.10790358,34.63166317,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,0-74 years,Serious
W_F22B,2008,Single year,34.4959898,32.70340954,36.28857006,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,0-74 years,Serious
W_F22B,2009,Single year,35.20989485,33.42302604,36.99676366,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,0-74 years,Serious
W_F22B,2010,Single year,38.37397446,36.5233336,40.22461532,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,0-74 years,Serious
W_F22B,2011,Single year,37.43383082,35.63022259,39.23743906,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,0-74 years,Serious
W_F22B,2012,Single year,39.44070378,37.59802194,41.28338563,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,0-74 years,Serious
W_F22B,2013,Single year,41.31096608,39.43524931,43.18668286,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,0-74 years,Serious
W_F22B,2014,Single year,39.71089894,37.8985203,41.52327757,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,0-74 years,Serious
W_F21C,2000,Single year,2813,2709.047974,2916.952026,Injuries,Number,Falls,Validated,Whole pop,75+ years,Serious
W_F21C,2001,Single year,2884,2778.744277,2989.255723,Injuries,Number,Falls,Validated,Whole pop,75+ years,Serious
W_F21C,2002,Single year,2914,2808.198247,3019.801753,Injuries,Number,Falls,Validated,Whole pop,75+ years,Serious
